COM,REG,REG_LIBELLE,DEP,DEP_LIBELLE,TNCC,NCC,NCCENR,LIBELLE
06044,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,COLLE SUR LOUP,Colle-sur-Loup,La Colle-sur-Loup
06045,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,COLLONGUES,Collongues,Collongues
06046,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,COLOMARS,Colomars,Colomars
06047,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,CONSEGUDES,Conségudes,Conségudes
06048,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,CONTES,Contes,Contes
06049,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,COURMES,Courmes,Courmes
06050,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,COURSEGOULES,Coursegoules,Coursegoules
06051,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,CROIX SUR ROUDOULE,Croix-sur-Roudoule,La Croix-sur-Roudoule
06052,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,CUEBRIS,Cuébris,Cuébris
06053,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,DALUIS,Daluis,Daluis
06054,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,DRAP,Drap,Drap
06055,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,DURANUS,Duranus,Duranus
06056,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,1,ENTRAUNES,Entraunes,Entraunes
06057,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,5,ESCARENE,Escarène,L'Escarène
06058,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,1,ESCRAGNOLLES,Escragnolles,Escragnolles
06059,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,1,EZE,Èze,Èze
06060,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,FALICON,Falicon,Falicon
06061,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,4,FERRES,Ferres,Les Ferres
06062,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,FONTAN,Fontan,Fontan
06063,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,GARS,Gars,Gars
06064,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,GATTIERES,Gattières,Gattières
06065,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,GAUDE,Gaude,La Gaude
06066,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,GILETTE,Gilette,Gilette
06067,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,GORBIO,Gorbio,Gorbio
06068,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,GOURDON,Gourdon,Gourdon
06069,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,GRASSE,Grasse,Grasse
06070,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,GREOLIERES,Gréolières,Gréolières
06071,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,GUILLAUMES,Guillaumes,Guillaumes
06072,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,1,ILONSE,Ilonse,Ilonse
06073,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,1,ISOLA,Isola,Isola
06074,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,LANTOSQUE,Lantosque,Lantosque
06075,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,LEVENS,Levens,Levens
06076,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,LIEUCHE,Lieuche,Lieuche
06077,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,LUCERAM,Lucéram,Lucéram
06078,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,MALAUSSENE,Malaussène,Malaussène
06079,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,MANDELIEU LA NAPOULE,Mandelieu-la-Napoule,Mandelieu-la-Napoule
06080,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,MARIE,Marie,Marie
06081,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,2,MAS,Mas,Le Mas
06082,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,MASSOINS,Massoins,Massoins
06083,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,MENTON,Menton,Menton
06084,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,MOUANS SARTOUX,Mouans-Sartoux,Mouans-Sartoux
06085,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,MOUGINS,Mougins,Mougins
06086,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,MOULINET,Moulinet,Moulinet
06087,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,4,MUJOULS,Mujouls,Les Mujouls
06088,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,NICE,Nice,Nice
06089,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,1,OPIO,Opio,Opio
06090,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,PEGOMAS,Pégomas,Pégomas
06091,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,PEILLE,Peille,Peille
06092,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,PEILLON,Peillon,Peillon
06093,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,PENNE,Penne,La Penne
06094,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,PEONE,Péone,Péone
06095,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,PEYMEINADE,Peymeinade,Peymeinade
06096,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,PIERLAS,Pierlas,Pierlas
06097,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,PIERREFEU,Pierrefeu,Pierrefeu
06098,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,PUGET ROSTANG,Puget-Rostang,Puget-Rostang
06099,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,PUGET THENIERS,Puget-Théniers,Puget-Théniers
06100,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,REVEST LES ROCHES,Revest-les-Roches,Revest-les-Roches
06101,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,RIGAUD,Rigaud,Rigaud
06102,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,RIMPLAS,Rimplas,Rimplas
06103,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,ROQUEBILLIERE,Roquebillière,Roquebillière
06104,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,ROQUEBRUNE CAP MARTIN,Roquebrune-Cap-Martin,Roquebrune-Cap-Martin
06105,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,ROQUEFORT LES PINS,Roquefort-les-Pins,Roquefort-les-Pins
06106,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,ROQUESTERON,Roquestéron,Roquestéron
06107,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,ROQUE EN PROVENCE,Roque-en-Provence,La Roque-en-Provence
06108,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,ROQUETTE SUR SIAGNE,Roquette-sur-Siagne,La Roquette-sur-Siagne
06109,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,ROQUETTE SUR VAR,Roquette-sur-Var,La Roquette-sur-Var
06110,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,ROUBION,Roubion,Roubion
06111,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,ROURE,Roure,Roure
06112,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,2,ROURET,Rouret,Le Rouret
06113,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINTE AGNES,Sainte-Agnès,Sainte-Agnès
06114,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT ANDRE DE LA ROCHE,Saint-André-de-la-Roche,Saint-André-de-la-Roche
06115,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT ANTONIN,Saint-Antonin,Saint-Antonin
06116,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT AUBAN,Saint-Auban,Saint-Auban
06117,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT BLAISE,Saint-Blaise,Saint-Blaise
06118,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT CEZAIRE SUR SIAGNE,Saint-Cézaire-sur-Siagne,Saint-Cézaire-sur-Siagne
06119,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT DALMAS LE SELVAGE,Saint-Dalmas-le-Selvage,Saint-Dalmas-le-Selvage
06120,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT ETIENNE DE TINEE,Saint-Étienne-de-Tinée,Saint-Étienne-de-Tinée
06121,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT JEAN CAP FERRAT,Saint-Jean-Cap-Ferrat,Saint-Jean-Cap-Ferrat
06122,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT JEANNET,Saint-Jeannet,Saint-Jeannet
06123,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT LAURENT DU VAR,Saint-Laurent-du-Var,Saint-Laurent-du-Var
06124,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT LEGER,Saint-Léger,Saint-Léger
06125,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT MARTIN D ENTRAUNES,Saint-Martin-d'Entraunes,Saint-Martin-d'Entraunes
06126,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT MARTIN DU VAR,Saint-Martin-du-Var,Saint-Martin-du-Var
06127,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT MARTIN VESUBIE,Saint-Martin-Vésubie,Saint-Martin-Vésubie
06128,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT PAUL DE VENCE,Saint-Paul-de-Vence,Saint-Paul-de-Vence
06129,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT SAUVEUR SUR TINEE,Saint-Sauveur-sur-Tinée,Saint-Sauveur-sur-Tinée
06130,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAINT VALLIER DE THIEY,Saint-Vallier-de-Thiey,Saint-Vallier-de-Thiey
06131,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SALLAGRIFFON,Sallagriffon,Sallagriffon
06132,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAORGE,Saorge,Saorge
06133,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SAUZE,Sauze,Sauze
06134,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SERANON,Séranon,Séranon
06135,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SIGALE,Sigale,Sigale
06136,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SOSPEL,Sospel,Sospel
06137,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,SPERACEDES,Spéracèdes,Spéracèdes
06138,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,THEOULE SUR MER,Théoule-sur-Mer,Théoule-sur-Mer
06139,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,THIERY,Thiéry,Thiéry
06140,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,2,TIGNET,Tignet,Le Tignet
06141,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,TOUDON,Toudon,Toudon
06142,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,TOUET DE L ESCARENE,Touët-de-l'Escarène,Touët-de-l'Escarène
06143,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,TOUET SUR VAR,Touët-sur-Var,Touët-sur-Var
06144,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,TOUR,Tour,La Tour
06145,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,TOURETTE DU CHATEAU,Tourette-du-Château,Tourette-du-Château
06146,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,TOURNEFORT,Tournefort,Tournefort
06147,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,TOURRETTE LEVENS,Tourrette-Levens,Tourrette-Levens
06148,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,TOURRETTES SUR LOUP,Tourrettes-sur-Loup,Tourrettes-sur-Loup
06149,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,TRINITE,Trinité,La Trinité
06150,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,TURBIE,Turbie,La Turbie
06151,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,1,UTELLE,Utelle,Utelle
06152,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,VALBONNE,Valbonne,Valbonne
06153,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,VALDEBLORE,Valdeblore,Valdeblore
06154,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,VALDEROURE,Valderoure,Valderoure
06155,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,VALLAURIS,Vallauris,Vallauris
06156,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,VENANSON,Venanson,Venanson
06157,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,VENCE,Vence,Vence
06158,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,VILLARS SUR VAR,Villars-sur-Var,Villars-sur-Var
06159,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,VILLEFRANCHE SUR MER,Villefranche-sur-Mer,Villefranche-sur-Mer
06160,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,VILLENEUVE D ENTRAUNES,Villeneuve-d'Entraunes,Villeneuve-d'Entraunes
06161,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,VILLENEUVE LOUBET,Villeneuve-Loubet,Villeneuve-Loubet
06162,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,3,BRIGUE,Brigue,La Brigue
06163,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,0,TENDE,Tende,Tende
07001,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ACCONS,Accons,Accons
07002,84,Auvergne-Rhône-Alpes,07,Ardèche,1,AILHON,Ailhon,Ailhon
07003,84,Auvergne-Rhône-Alpes,07,Ardèche,1,AIZAC,Aizac,Aizac
07004,84,Auvergne-Rhône-Alpes,07,Ardèche,1,AJOUX,Ajoux,Ajoux
07005,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ALBA LA ROMAINE,Alba-la-Romaine,Alba-la-Romaine
07006,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ALBON D ARDECHE,Albon-d'Ardèche,Albon-d'Ardèche
07007,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ALBOUSSIERE,Alboussière,Alboussière
07008,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ALISSAS,Alissas,Alissas
07009,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ANDANCE,Andance,Andance
07010,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ANNONAY,Annonay,Annonay
07011,84,Auvergne-Rhône-Alpes,07,Ardèche,0,VALLEES D ANTRAIGUES ASPERJOC,Vallées-d'Antraigues-Asperjoc,Vallées-d'Antraigues-Asperjoc
07012,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ARCENS,Arcens,Arcens
07013,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ARDOIX,Ardoix,Ardoix
07014,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ARLEBOSC,Arlebosc,Arlebosc
07015,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ARRAS SUR RHONE,Arras-sur-Rhône,Arras-sur-Rhône
07017,84,Auvergne-Rhône-Alpes,07,Ardèche,4,ASSIONS,Assions,Les Assions
07018,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ASTET,Astet,Astet
07019,84,Auvergne-Rhône-Alpes,07,Ardèche,1,AUBENAS,Aubenas,Aubenas
07020,84,Auvergne-Rhône-Alpes,07,Ardèche,1,AUBIGNAS,Aubignas,Aubignas
07022,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BAIX,Baix,Baix
07023,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BALAZUC,Balazuc,Balazuc
07024,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BANNE,Banne,Banne
07025,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BARNAS,Barnas,Barnas
07026,84,Auvergne-Rhône-Alpes,07,Ardèche,2,BEAGE,Béage,Le Béage
07027,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BEAUCHASTEL,Beauchastel,Beauchastel
07028,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BEAULIEU,Beaulieu,Beaulieu
07029,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BEAUMONT,Beaumont,Beaumont
07030,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BEAUVENE,Beauvène,Beauvène
07031,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BERRIAS ET CASTELJAU,Berrias-et-Casteljau,Berrias-et-Casteljau
07032,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BERZEME,Berzème,Berzème
07033,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BESSAS,Bessas,Bessas
07034,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BIDON,Bidon,Bidon
07035,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BOFFRES,Boffres,Boffres
07036,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BOGY,Bogy,Bogy
07037,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BOREE,Borée,Borée
07038,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BORNE,Borne,Borne
07039,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BOZAS,Bozas,Bozas
07040,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BOUCIEU LE ROI,Boucieu-le-Roi,Boucieu-le-Roi
07041,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BOULIEU LES ANNONAY,Boulieu-lès-Annonay,Boulieu-lès-Annonay
07042,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BOURG SAINT ANDEOL,Bourg-Saint-Andéol,Bourg-Saint-Andéol
07044,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BROSSAINC,Brossainc,Brossainc
07045,84,Auvergne-Rhône-Alpes,07,Ardèche,0,BURZET,Burzet,Burzet
07047,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CELLIER DU LUC,Cellier-du-Luc,Cellier-du-Luc
07048,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHALENCON,Chalencon,Chalencon
07049,84,Auvergne-Rhône-Alpes,07,Ardèche,2,CHAMBON,Chambon,Le Chambon
07050,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHAMBONAS,Chambonas,Chambonas
07051,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHAMPAGNE,Champagne,Champagne
07052,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHAMPIS,Champis,Champis
07053,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHANDOLAS,Chandolas,Chandolas
07054,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHANEAC,Chanéac,Chanéac
07055,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHARMES SUR RHONE,Charmes-sur-Rhône,Charmes-sur-Rhône
07056,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHARNAS,Charnas,Charnas
07058,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHASSIERS,Chassiers,Chassiers
07059,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHATEAUBOURG,Châteaubourg,Châteaubourg
07060,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHATEAUNEUF DE VERNOUX,Châteauneuf-de-Vernoux,Châteauneuf-de-Vernoux
07061,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHAUZON,Chauzon,Chauzon
07062,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHAZEAUX,Chazeaux,Chazeaux
07063,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHEMINAS,Cheminas,Cheminas
07064,84,Auvergne-Rhône-Alpes,07,Ardèche,2,CHEYLARD,Cheylard,Le Cheylard
07065,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHIROLS,Chirols,Chirols
07066,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CHOMERAC,Chomérac,Chomérac
07067,84,Auvergne-Rhône-Alpes,07,Ardèche,0,COLOMBIER LE CARDINAL,Colombier-le-Cardinal,Colombier-le-Cardinal
07068,84,Auvergne-Rhône-Alpes,07,Ardèche,0,COLOMBIER LE JEUNE,Colombier-le-Jeune,Colombier-le-Jeune
07069,84,Auvergne-Rhône-Alpes,07,Ardèche,0,COLOMBIER LE VIEUX,Colombier-le-Vieux,Colombier-le-Vieux
07070,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CORNAS,Cornas,Cornas
07071,84,Auvergne-Rhône-Alpes,07,Ardèche,0,COUCOURON,Coucouron,Coucouron
07072,84,Auvergne-Rhône-Alpes,07,Ardèche,0,COUX,Coux,Coux
07073,84,Auvergne-Rhône-Alpes,07,Ardèche,2,CRESTET,Crestet,Le Crestet
07074,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CREYSSEILLES,Creysseilles,Creysseilles
07075,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CROS DE GEORAND,Cros-de-Géorand,Cros-de-Géorand
07076,84,Auvergne-Rhône-Alpes,07,Ardèche,0,CRUAS,Cruas,Cruas
07077,84,Auvergne-Rhône-Alpes,07,Ardèche,0,DARBRES,Darbres,Darbres
07078,84,Auvergne-Rhône-Alpes,07,Ardèche,0,DAVEZIEUX,Davézieux,Davézieux
07079,84,Auvergne-Rhône-Alpes,07,Ardèche,0,DESAIGNES,Désaignes,Désaignes
07080,84,Auvergne-Rhône-Alpes,07,Ardèche,0,DEVESSET,Devesset,Devesset
07081,84,Auvergne-Rhône-Alpes,07,Ardèche,0,DOMPNAC,Dompnac,Dompnac
07082,84,Auvergne-Rhône-Alpes,07,Ardèche,0,DORNAS,Dornas,Dornas
07083,84,Auvergne-Rhône-Alpes,07,Ardèche,0,DUNIERE SUR EYRIEUX,Dunière-sur-Eyrieux,Dunière-sur-Eyrieux
07084,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ECLASSAN,Eclassan,Eclassan
07085,84,Auvergne-Rhône-Alpes,07,Ardèche,1,EMPURANY,Empurany,Empurany
07086,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ETABLES,Étables,Étables
07087,84,Auvergne-Rhône-Alpes,07,Ardèche,0,FABRAS,Fabras,Fabras
07088,84,Auvergne-Rhône-Alpes,07,Ardèche,0,FAUGERES,Faugères,Faugères
07089,84,Auvergne-Rhône-Alpes,07,Ardèche,0,FELINES,Félines,Félines
07090,84,Auvergne-Rhône-Alpes,07,Ardèche,0,FLAVIAC,Flaviac,Flaviac
07091,84,Auvergne-Rhône-Alpes,07,Ardèche,0,FONS,Fons,Fons
07092,84,Auvergne-Rhône-Alpes,07,Ardèche,0,FREYSSENET,Freyssenet,Freyssenet
07093,84,Auvergne-Rhône-Alpes,07,Ardèche,0,GENESTELLE,Genestelle,Genestelle
07094,84,Auvergne-Rhône-Alpes,07,Ardèche,0,GILHAC ET BRUZAC,Gilhac-et-Bruzac,Gilhac-et-Bruzac
07095,84,Auvergne-Rhône-Alpes,07,Ardèche,0,GILHOC SUR ORMEZE,Gilhoc-sur-Ormèze,Gilhoc-sur-Ormèze
07096,84,Auvergne-Rhône-Alpes,07,Ardèche,0,GLUIRAS,Gluiras,Gluiras
07097,84,Auvergne-Rhône-Alpes,07,Ardèche,0,GLUN,Glun,Glun
07098,84,Auvergne-Rhône-Alpes,07,Ardèche,0,GOURDON,Gourdon,Gourdon
07099,84,Auvergne-Rhône-Alpes,07,Ardèche,0,GRAS,Gras,Gras
07100,84,Auvergne-Rhône-Alpes,07,Ardèche,0,GRAVIERES,Gravières,Gravières
07101,84,Auvergne-Rhône-Alpes,07,Ardèche,0,GROSPIERRES,Grospierres,Grospierres
07102,84,Auvergne-Rhône-Alpes,07,Ardèche,0,GUILHERAND GRANGES,Guilherand-Granges,Guilherand-Granges
07103,84,Auvergne-Rhône-Alpes,07,Ardèche,0,SAINT JULIEN D INTRES,Saint-Julien-d'Intres,Saint-Julien-d'Intres
07104,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ISSAMOULENC,Issamoulenc,Issamoulenc
07105,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ISSANLAS,Issanlas,Issanlas
07106,84,Auvergne-Rhône-Alpes,07,Ardèche,1,ISSARLES,Issarlès,Issarlès
07107,84,Auvergne-Rhône-Alpes,07,Ardèche,0,JAUJAC,Jaujac,Jaujac
07108,84,Auvergne-Rhône-Alpes,07,Ardèche,0,JAUNAC,Jaunac,Jaunac
07109,84,Auvergne-Rhône-Alpes,07,Ardèche,0,JOANNAS,Joannas,Joannas
07110,84,Auvergne-Rhône-Alpes,07,Ardèche,0,JOYEUSE,Joyeuse,Joyeuse
07111,84,Auvergne-Rhône-Alpes,07,Ardèche,0,JUVINAS,Juvinas,Juvinas
07112,84,Auvergne-Rhône-Alpes,07,Ardèche,0,LABASTIDE SUR BESORGUES,Labastide-sur-Bésorgues,Labastide-sur-Bésorgues
07113,84,Auvergne-Rhône-Alpes,07,Ardèche,0,LABASTIDE DE VIRAC,Labastide-de-Virac,Labastide-de-Virac
07114,84,Auvergne-Rhône-Alpes,07,Ardèche,0,LABATIE D ANDAURE,Labatie-d'Andaure,Labatie-d'Andaure
07115,84,Auvergne-Rhône-Alpes,07,Ardèche,0,LABEAUME,Labeaume,Labeaume
07116,84,Auvergne-Rhône-Alpes,07,Ardèche,0,LABEGUDE,Labégude,Labégude
07117,84,Auvergne-Rhône-Alpes,07,Ardèche,0,LABLACHERE,Lablachère,Lablachère
07118,84,Auvergne-Rhône-Alpes,07,Ardèche,0,LABOULE,Laboule,Laboule
07119,84,Auvergne-Rhône-Alpes,07,Ardèche,2,LAC D ISSARLES,Lac-d'Issarlès,Le Lac-d'Issarlès
07120,84,Auvergne-Rhône-Alpes,07,Ardèche,0,LACHAMP RAPHAEL,Lachamp-Raphaël,Lachamp-Raphaël
07121,84,Auvergne-Rhône-Alpes,07,Ardèche,0,LACHAPELLE GRAILLOUSE,Lachapelle-Graillouse,Lachapelle-Graillouse
07122,84,Auvergne-Rhône-Alpes,07,Ardèche,0,LACHAPELLE SOUS AUBENAS,Lachapelle-sous-Aubenas,Lachapelle-sous-Aubenas
