COM,REG,REG_LIBELLE,DEP,DEP_LIBELLE,TNCC,NCC,NCCENR,LIBELLE
01001,84,Auvergne-Rhône-Alpes,01,Ain,5,ABERGEMENT CLEMENCIAT,Abergement-Clémenciat,L'Abergement-Clémenciat
01002,84,Auvergne-Rhône-Alpes,01,Ain,5,ABERGEMENT DE VAREY,Abergement-de-Varey,L'Abergement-de-Varey
01004,84,Auvergne-Rhône-Alpes,01,Ain,1,AMBERIEU EN BUGEY,Ambérieu-en-Bugey,Ambérieu-en-Bugey
01005,84,Auvergne-Rhône-Alpes,01,Ain,1,AMBERIEUX EN DOMBES,Ambérieux-en-Dombes,Ambérieux-en-Dombes
01006,84,Auvergne-Rhône-Alpes,01,Ain,1,AMBLEON,Ambléon,Ambléon
01007,84,Auvergne-Rhône-Alpes,01,Ain,1,AMBRONAY,Ambronay,Ambronay
01008,84,Auvergne-Rhône-Alpes,01,Ain,1,AMBUTRIX,Ambutrix,Ambutrix
01009,84,Auvergne-Rhône-Alpes,01,Ain,1,ANDERT ET CONDON,Andert-et-Condon,Andert-et-Condon
01010,84,Auvergne-Rhône-Alpes,01,Ain,1,ANGLEFORT,Anglefort,Anglefort
01011,84,Auvergne-Rhône-Alpes,01,Ain,1,APREMONT,Apremont,Apremont
01012,84,Auvergne-Rhône-Alpes,01,Ain,1,ARANC,Aranc,Aranc
01013,84,Auvergne-Rhône-Alpes,01,Ain,1,ARANDAS,Arandas,Arandas
01014,84,Auvergne-Rhône-Alpes,01,Ain,1,ARBENT,Arbent,Arbent
01015,84,Auvergne-Rhône-Alpes,01,Ain,1,ARBOYS EN BUGEY,Arboys en Bugey,Arboys en Bugey
01016,84,Auvergne-Rhône-Alpes,01,Ain,1,ARBIGNY,Arbigny,Arbigny
01017,84,Auvergne-Rhône-Alpes,01,Ain,1,ARGIS,Argis,Argis
01019,84,Auvergne-Rhône-Alpes,01,Ain,1,ARMIX,Armix,Armix
01021,84,Auvergne-Rhône-Alpes,01,Ain,1,ARS SUR FORMANS,Ars-sur-Formans,Ars-sur-Formans
01022,84,Auvergne-Rhône-Alpes,01,Ain,1,ARTEMARE,Artemare,Artemare
01023,84,Auvergne-Rhône-Alpes,01,Ain,1,ASNIERES SUR SAONE,Asnières-sur-Saône,Asnières-sur-Saône
01024,84,Auvergne-Rhône-Alpes,01,Ain,1,ATTIGNAT,Attignat,Attignat
01025,84,Auvergne-Rhône-Alpes,01,Ain,0,BAGE DOMMARTIN,Bâgé-Dommartin,Bâgé-Dommartin
01026,84,Auvergne-Rhône-Alpes,01,Ain,0,BAGE LE CHATEL,Bâgé-le-Châtel,Bâgé-le-Châtel
01027,84,Auvergne-Rhône-Alpes,01,Ain,0,BALAN,Balan,Balan
01028,84,Auvergne-Rhône-Alpes,01,Ain,0,BANEINS,Baneins,Baneins
01029,84,Auvergne-Rhône-Alpes,01,Ain,0,BEAUPONT,Beaupont,Beaupont
01030,84,Auvergne-Rhône-Alpes,01,Ain,0,BEAUREGARD,Beauregard,Beauregard
01031,84,Auvergne-Rhône-Alpes,01,Ain,0,BELLIGNAT,Bellignat,Bellignat
01032,84,Auvergne-Rhône-Alpes,01,Ain,0,BELIGNEUX,Béligneux,Béligneux
01033,84,Auvergne-Rhône-Alpes,01,Ain,0,VALSERHONE,Valserhône,Valserhône
01034,84,Auvergne-Rhône-Alpes,01,Ain,0,BELLEY,Belley,Belley
01035,84,Auvergne-Rhône-Alpes,01,Ain,0,BELLEYDOUX,Belleydoux,Belleydoux
01036,84,Auvergne-Rhône-Alpes,01,Ain,0,VALROMEY SUR SERAN,Valromey-sur-Séran,Valromey-sur-Séran
01037,84,Auvergne-Rhône-Alpes,01,Ain,0,BENONCES,Bénonces,Bénonces
01038,84,Auvergne-Rhône-Alpes,01,Ain,0,BENY,Bény,Bény
01039,84,Auvergne-Rhône-Alpes,01,Ain,0,BEON,Béon,Béon
01040,84,Auvergne-Rhône-Alpes,01,Ain,0,BEREZIAT,Béréziat,Béréziat
01041,84,Auvergne-Rhône-Alpes,01,Ain,0,BETTANT,Bettant,Bettant
01042,84,Auvergne-Rhône-Alpes,01,Ain,0,BEY,Bey,Bey
01043,84,Auvergne-Rhône-Alpes,01,Ain,0,BEYNOST,Beynost,Beynost
01044,84,Auvergne-Rhône-Alpes,01,Ain,0,BILLIAT,Billiat,Billiat
01045,84,Auvergne-Rhône-Alpes,01,Ain,0,BIRIEUX,Birieux,Birieux
01046,84,Auvergne-Rhône-Alpes,01,Ain,0,BIZIAT,Biziat,Biziat
01047,84,Auvergne-Rhône-Alpes,01,Ain,0,BLYES,Blyes,Blyes
01049,84,Auvergne-Rhône-Alpes,01,Ain,3,BOISSE,Boisse,La Boisse
01050,84,Auvergne-Rhône-Alpes,01,Ain,0,BOISSEY,Boissey,Boissey
01051,84,Auvergne-Rhône-Alpes,01,Ain,0,BOLOZON,Bolozon,Bolozon
01052,84,Auvergne-Rhône-Alpes,01,Ain,0,BOULIGNEUX,Bouligneux,Bouligneux
01053,84,Auvergne-Rhône-Alpes,01,Ain,0,BOURG EN BRESSE,Bourg-en-Bresse,Bourg-en-Bresse
01054,84,Auvergne-Rhône-Alpes,01,Ain,0,BOURG SAINT CHRISTOPHE,Bourg-Saint-Christophe,Bourg-Saint-Christophe
01056,84,Auvergne-Rhône-Alpes,01,Ain,0,BOYEUX SAINT JEROME,Boyeux-Saint-Jérôme,Boyeux-Saint-Jérôme
01057,84,Auvergne-Rhône-Alpes,01,Ain,0,BOZ,Boz,Boz
01058,84,Auvergne-Rhône-Alpes,01,Ain,0,BREGNIER CORDON,Brégnier-Cordon,Brégnier-Cordon
01060,84,Auvergne-Rhône-Alpes,01,Ain,0,BRENOD,Brénod,Brénod
01061,84,Auvergne-Rhône-Alpes,01,Ain,0,BRENS,Brens,Brens
01062,84,Auvergne-Rhône-Alpes,01,Ain,0,BRESSOLLES,Bressolles,Bressolles
01063,84,Auvergne-Rhône-Alpes,01,Ain,0,BRION,Brion,Brion
01064,84,Auvergne-Rhône-Alpes,01,Ain,0,BRIORD,Briord,Briord
01065,84,Auvergne-Rhône-Alpes,01,Ain,0,BUELLAS,Buellas,Buellas
01066,84,Auvergne-Rhône-Alpes,01,Ain,3,BURBANCHE,Burbanche,La Burbanche
01067,84,Auvergne-Rhône-Alpes,01,Ain,0,CEIGNES,Ceignes,Ceignes
01068,84,Auvergne-Rhône-Alpes,01,Ain,0,CERDON,Cerdon,Cerdon
01069,84,Auvergne-Rhône-Alpes,01,Ain,0,CERTINES,Certines,Certines
01071,84,Auvergne-Rhône-Alpes,01,Ain,0,CESSY,Cessy,Cessy
01072,84,Auvergne-Rhône-Alpes,01,Ain,0,CEYZERIAT,Ceyzériat,Ceyzériat
01073,84,Auvergne-Rhône-Alpes,01,Ain,0,CEYZERIEU,Ceyzérieu,Ceyzérieu
01074,84,Auvergne-Rhône-Alpes,01,Ain,0,CHALAMONT,Chalamont,Chalamont
01075,84,Auvergne-Rhône-Alpes,01,Ain,0,CHALEINS,Chaleins,Chaleins
01076,84,Auvergne-Rhône-Alpes,01,Ain,0,CHALEY,Chaley,Chaley
01077,84,Auvergne-Rhône-Alpes,01,Ain,0,CHALLES LA MONTAGNE,Challes-la-Montagne,Challes-la-Montagne
01078,84,Auvergne-Rhône-Alpes,01,Ain,0,CHALLEX,Challex,Challex
01079,84,Auvergne-Rhône-Alpes,01,Ain,0,CHAMPAGNE EN VALROMEY,Champagne-en-Valromey,Champagne-en-Valromey
01080,84,Auvergne-Rhône-Alpes,01,Ain,0,CHAMPDOR CORCELLES,Champdor-Corcelles,Champdor-Corcelles
01081,84,Auvergne-Rhône-Alpes,01,Ain,0,CHAMPFROMIER,Champfromier,Champfromier
01082,84,Auvergne-Rhône-Alpes,01,Ain,0,CHANAY,Chanay,Chanay
01083,84,Auvergne-Rhône-Alpes,01,Ain,0,CHANEINS,Chaneins,Chaneins
01084,84,Auvergne-Rhône-Alpes,01,Ain,0,CHANOZ CHATENAY,Chanoz-Châtenay,Chanoz-Châtenay
01085,84,Auvergne-Rhône-Alpes,01,Ain,3,CHAPELLE DU CHATELARD,Chapelle-du-Châtelard,La Chapelle-du-Châtelard
01087,84,Auvergne-Rhône-Alpes,01,Ain,0,CHARIX,Charix,Charix
01088,84,Auvergne-Rhône-Alpes,01,Ain,0,CHARNOZ SUR AIN,Charnoz-sur-Ain,Charnoz-sur-Ain
01089,84,Auvergne-Rhône-Alpes,01,Ain,0,CHATEAU GAILLARD,Château-Gaillard,Château-Gaillard
01090,84,Auvergne-Rhône-Alpes,01,Ain,0,CHATENAY,Châtenay,Châtenay
01092,84,Auvergne-Rhône-Alpes,01,Ain,0,CHATILLON LA PALUD,Châtillon-la-Palud,Châtillon-la-Palud
01093,84,Auvergne-Rhône-Alpes,01,Ain,0,CHATILLON SUR CHALARONNE,Châtillon-sur-Chalaronne,Châtillon-sur-Chalaronne
01094,84,Auvergne-Rhône-Alpes,01,Ain,0,CHAVANNES SUR REYSSOUZE,Chavannes-sur-Reyssouze,Chavannes-sur-Reyssouze
01095,84,Auvergne-Rhône-Alpes,01,Ain,0,NIVIGNE ET SURAN,Nivigne et Suran,Nivigne et Suran
01096,84,Auvergne-Rhône-Alpes,01,Ain,0,CHAVEYRIAT,Chaveyriat,Chaveyriat
01098,84,Auvergne-Rhône-Alpes,01,Ain,0,CHAZEY BONS,Chazey-Bons,Chazey-Bons
01099,84,Auvergne-Rhône-Alpes,01,Ain,0,CHAZEY SUR AIN,Chazey-sur-Ain,Chazey-sur-Ain
01100,84,Auvergne-Rhône-Alpes,01,Ain,0,CHEIGNIEU LA BALME,Cheignieu-la-Balme,Cheignieu-la-Balme
01101,84,Auvergne-Rhône-Alpes,01,Ain,0,CHEVILLARD,Chevillard,Chevillard
01102,84,Auvergne-Rhône-Alpes,01,Ain,0,CHEVROUX,Chevroux,Chevroux
01103,84,Auvergne-Rhône-Alpes,01,Ain,0,CHEVRY,Chevry,Chevry
01104,84,Auvergne-Rhône-Alpes,01,Ain,0,CHEZERY FORENS,Chézery-Forens,Chézery-Forens
01105,84,Auvergne-Rhône-Alpes,01,Ain,0,CIVRIEUX,Civrieux,Civrieux
01106,84,Auvergne-Rhône-Alpes,01,Ain,0,CIZE,Cize,Cize
01107,84,Auvergne-Rhône-Alpes,01,Ain,0,CLEYZIEU,Cleyzieu,Cleyzieu
01108,84,Auvergne-Rhône-Alpes,01,Ain,0,COLIGNY,Coligny,Coligny
01109,84,Auvergne-Rhône-Alpes,01,Ain,0,COLLONGES,Collonges,Collonges
01110,84,Auvergne-Rhône-Alpes,01,Ain,0,COLOMIEU,Colomieu,Colomieu
01111,84,Auvergne-Rhône-Alpes,01,Ain,0,CONAND,Conand,Conand
01112,84,Auvergne-Rhône-Alpes,01,Ain,0,CONDAMINE,Condamine,Condamine
01113,84,Auvergne-Rhône-Alpes,01,Ain,0,CONDEISSIAT,Condeissiat,Condeissiat
01114,84,Auvergne-Rhône-Alpes,01,Ain,0,CONFORT,Confort,Confort
01115,84,Auvergne-Rhône-Alpes,01,Ain,0,CONFRANCON,Confrançon,Confrançon
01116,84,Auvergne-Rhône-Alpes,01,Ain,0,CONTREVOZ,Contrevoz,Contrevoz
01117,84,Auvergne-Rhône-Alpes,01,Ain,0,CONZIEU,Conzieu,Conzieu
01118,84,Auvergne-Rhône-Alpes,01,Ain,0,CORBONOD,Corbonod,Corbonod
01121,84,Auvergne-Rhône-Alpes,01,Ain,0,CORLIER,Corlier,Corlier
01123,84,Auvergne-Rhône-Alpes,01,Ain,0,CORMORANCHE SUR SAONE,Cormoranche-sur-Saône,Cormoranche-sur-Saône
01124,84,Auvergne-Rhône-Alpes,01,Ain,0,CORMOZ,Cormoz,Cormoz
01125,84,Auvergne-Rhône-Alpes,01,Ain,0,CORVEISSIAT,Corveissiat,Corveissiat
01127,84,Auvergne-Rhône-Alpes,01,Ain,0,COURMANGOUX,Courmangoux,Courmangoux
01128,84,Auvergne-Rhône-Alpes,01,Ain,0,COURTES,Courtes,Courtes
01129,84,Auvergne-Rhône-Alpes,01,Ain,0,CRANS,Crans,Crans
01130,84,Auvergne-Rhône-Alpes,01,Ain,0,BRESSE VALLONS,Bresse Vallons,Bresse Vallons
01133,84,Auvergne-Rhône-Alpes,01,Ain,0,CRESSIN ROCHEFORT,Cressin-Rochefort,Cressin-Rochefort
01134,84,Auvergne-Rhône-Alpes,01,Ain,0,CROTTET,Crottet,Crottet
01135,84,Auvergne-Rhône-Alpes,01,Ain,0,CROZET,Crozet,Crozet
01136,84,Auvergne-Rhône-Alpes,01,Ain,0,CRUZILLES LES MEPILLAT,Cruzilles-lès-Mépillat,Cruzilles-lès-Mépillat
01138,84,Auvergne-Rhône-Alpes,01,Ain,0,CULOZ,Culoz,Culoz
01139,84,Auvergne-Rhône-Alpes,01,Ain,0,CURCIAT DONGALON,Curciat-Dongalon,Curciat-Dongalon
01140,84,Auvergne-Rhône-Alpes,01,Ain,0,CURTAFOND,Curtafond,Curtafond
01141,84,Auvergne-Rhône-Alpes,01,Ain,0,CUZIEU,Cuzieu,Cuzieu
01142,84,Auvergne-Rhône-Alpes,01,Ain,0,DAGNEUX,Dagneux,Dagneux
01143,84,Auvergne-Rhône-Alpes,01,Ain,0,DIVONNE LES BAINS,Divonne-les-Bains,Divonne-les-Bains
01145,84,Auvergne-Rhône-Alpes,01,Ain,0,DOMPIERRE SUR VEYLE,Dompierre-sur-Veyle,Dompierre-sur-Veyle
01146,84,Auvergne-Rhône-Alpes,01,Ain,0,DOMPIERRE SUR CHALARONNE,Dompierre-sur-Chalaronne,Dompierre-sur-Chalaronne
01147,84,Auvergne-Rhône-Alpes,01,Ain,0,DOMSURE,Domsure,Domsure
01148,84,Auvergne-Rhône-Alpes,01,Ain,0,DORTAN,Dortan,Dortan
01149,84,Auvergne-Rhône-Alpes,01,Ain,0,DOUVRES,Douvres,Douvres
01150,84,Auvergne-Rhône-Alpes,01,Ain,0,DROM,Drom,Drom
01151,84,Auvergne-Rhône-Alpes,01,Ain,0,DRUILLAT,Druillat,Druillat
01152,84,Auvergne-Rhône-Alpes,01,Ain,1,ECHALLON,Échallon,Échallon
01153,84,Auvergne-Rhône-Alpes,01,Ain,1,ECHENEVEX,Échenevex,Échenevex
01155,84,Auvergne-Rhône-Alpes,01,Ain,1,EVOSGES,Évosges,Évosges
01156,84,Auvergne-Rhône-Alpes,01,Ain,0,FARAMANS,Faramans,Faramans
01157,84,Auvergne-Rhône-Alpes,01,Ain,0,FAREINS,Fareins,Fareins
01158,84,Auvergne-Rhône-Alpes,01,Ain,0,FARGES,Farges,Farges
01159,84,Auvergne-Rhône-Alpes,01,Ain,0,FEILLENS,Feillens,Feillens
01160,84,Auvergne-Rhône-Alpes,01,Ain,0,FERNEY VOLTAIRE,Ferney-Voltaire,Ferney-Voltaire
01162,84,Auvergne-Rhône-Alpes,01,Ain,0,FLAXIEU,Flaxieu,Flaxieu
01163,84,Auvergne-Rhône-Alpes,01,Ain,0,FOISSIAT,Foissiat,Foissiat
01165,84,Auvergne-Rhône-Alpes,01,Ain,0,FRANCHELEINS,Francheleins,Francheleins
01166,84,Auvergne-Rhône-Alpes,01,Ain,0,FRANS,Frans,Frans
01167,84,Auvergne-Rhône-Alpes,01,Ain,0,GARNERANS,Garnerans,Garnerans
01169,84,Auvergne-Rhône-Alpes,01,Ain,0,GENOUILLEUX,Genouilleux,Genouilleux
01170,84,Auvergne-Rhône-Alpes,01,Ain,0,BEARD GEOVREISSIAT,Béard-Géovreissiat,Béard-Géovreissiat
01171,84,Auvergne-Rhône-Alpes,01,Ain,0,GEOVREISSET,Géovreisset,Géovreisset
01173,84,Auvergne-Rhône-Alpes,01,Ain,0,GEX,Gex,Gex
01174,84,Auvergne-Rhône-Alpes,01,Ain,0,GIRON,Giron,Giron
01175,84,Auvergne-Rhône-Alpes,01,Ain,0,GORREVOD,Gorrevod,Gorrevod
01177,84,Auvergne-Rhône-Alpes,01,Ain,0,GRAND CORENT,Grand-Corent,Grand-Corent
01179,84,Auvergne-Rhône-Alpes,01,Ain,0,GRIEGES,Grièges,Grièges
01180,84,Auvergne-Rhône-Alpes,01,Ain,0,GRILLY,Grilly,Grilly
01181,84,Auvergne-Rhône-Alpes,01,Ain,0,GROISSIAT,Groissiat,Groissiat
01183,84,Auvergne-Rhône-Alpes,01,Ain,0,GUEREINS,Guéreins,Guéreins
01184,84,Auvergne-Rhône-Alpes,01,Ain,1,HAUTECOURT ROMANECHE,Hautecourt-Romanèche,Hautecourt-Romanèche
01185,84,Auvergne-Rhône-Alpes,01,Ain,0,PLATEAU D HAUTEVILLE,Plateau d'Hauteville,Plateau d'Hauteville
01187,84,Auvergne-Rhône-Alpes,01,Ain,0,HAUT VALROMEY,Haut Valromey,Haut Valromey
01188,84,Auvergne-Rhône-Alpes,01,Ain,1,ILLIAT,Illiat,Illiat
01189,84,Auvergne-Rhône-Alpes,01,Ain,1,INJOUX GENISSIAT,Injoux-Génissiat,Injoux-Génissiat
01190,84,Auvergne-Rhône-Alpes,01,Ain,1,INNIMOND,Innimond,Innimond
01191,84,Auvergne-Rhône-Alpes,01,Ain,1,IZENAVE,Izenave,Izenave
01192,84,Auvergne-Rhône-Alpes,01,Ain,1,IZERNORE,Izernore,Izernore
01193,84,Auvergne-Rhône-Alpes,01,Ain,1,IZIEU,Izieu,Izieu
01194,84,Auvergne-Rhône-Alpes,01,Ain,0,JASSANS RIOTTIER,Jassans-Riottier,Jassans-Riottier
01195,84,Auvergne-Rhône-Alpes,01,Ain,0,JASSERON,Jasseron,Jasseron
01196,84,Auvergne-Rhône-Alpes,01,Ain,0,JAYAT,Jayat,Jayat
01197,84,Auvergne-Rhône-Alpes,01,Ain,0,JOURNANS,Journans,Journans
01198,84,Auvergne-Rhône-Alpes,01,Ain,0,JOYEUX,Joyeux,Joyeux
01199,84,Auvergne-Rhône-Alpes,01,Ain,0,JUJURIEUX,Jujurieux,Jujurieux
01200,84,Auvergne-Rhône-Alpes,01,Ain,0,LABALME,Labalme,Labalme
01202,84,Auvergne-Rhône-Alpes,01,Ain,0,LAGNIEU,Lagnieu,Lagnieu
01203,84,Auvergne-Rhône-Alpes,01,Ain,0,LAIZ,Laiz,Laiz
01204,84,Auvergne-Rhône-Alpes,01,Ain,2,POIZAT LALLEYRIAT,Poizat-Lalleyriat,Le Poizat-Lalleyriat
01206,84,Auvergne-Rhône-Alpes,01,Ain,0,LANTENAY,Lantenay,Lantenay
01207,84,Auvergne-Rhône-Alpes,01,Ain,0,LAPEYROUSE,Lapeyrouse,Lapeyrouse
01208,84,Auvergne-Rhône-Alpes,01,Ain,0,LAVOURS,Lavours,Lavours
01209,84,Auvergne-Rhône-Alpes,01,Ain,0,LEAZ,Léaz,Léaz
01210,84,Auvergne-Rhône-Alpes,01,Ain,0,LELEX,Lélex,Lélex
01211,84,Auvergne-Rhône-Alpes,01,Ain,0,LENT,Lent,Lent
01212,84,Auvergne-Rhône-Alpes,01,Ain,0,LESCHEROUX,Lescheroux,Lescheroux
01213,84,Auvergne-Rhône-Alpes,01,Ain,0,LEYMENT,Leyment,Leyment
01214,84,Auvergne-Rhône-Alpes,01,Ain,0,LEYSSARD,Leyssard,Leyssard
01215,84,Auvergne-Rhône-Alpes,01,Ain,0,SURJOUX LHOPITAL,Surjoux-Lhopital,Surjoux-Lhopital
01216,84,Auvergne-Rhône-Alpes,01,Ain,0,LHUIS,Lhuis,Lhuis
01219,84,Auvergne-Rhône-Alpes,01,Ain,0,LOMPNAS,Lompnas,Lompnas
01224,84,Auvergne-Rhône-Alpes,01,Ain,0,LOYETTES,Loyettes,Loyettes
01225,84,Auvergne-Rhône-Alpes,01,Ain,0,LURCY,Lurcy,Lurcy
01227,84,Auvergne-Rhône-Alpes,01,Ain,0,MAGNIEU,Magnieu,Magnieu
01228,84,Auvergne-Rhône-Alpes,01,Ain,0,MAILLAT,Maillat,Maillat
01229,84,Auvergne-Rhône-Alpes,01,Ain,0,MALAFRETAZ,Malafretaz,Malafretaz
01230,84,Auvergne-Rhône-Alpes,01,Ain,0,MANTENAY MONTLIN,Mantenay-Montlin,Mantenay-Montlin
01231,84,Auvergne-Rhône-Alpes,01,Ain,0,MANZIAT,Manziat,Manziat
01232,84,Auvergne-Rhône-Alpes,01,Ain,0,MARBOZ,Marboz,Marboz
01233,84,Auvergne-Rhône-Alpes,01,Ain,0,MARCHAMP,Marchamp,Marchamp
01234,84,Auvergne-Rhône-Alpes,01,Ain,0,MARIGNIEU,Marignieu,Marignieu
01235,84,Auvergne-Rhône-Alpes,01,Ain,0,MARLIEUX,Marlieux,Marlieux
01236,84,Auvergne-Rhône-Alpes,01,Ain,0,MARSONNAS,Marsonnas,Marsonnas
01237,84,Auvergne-Rhône-Alpes,01,Ain,0,MARTIGNAT,Martignat,Martignat
01238,84,Auvergne-Rhône-Alpes,01,Ain,0,MASSIEUX,Massieux,Massieux
01239,84,Auvergne-Rhône-Alpes,01,Ain,0,MASSIGNIEU DE RIVES,Massignieu-de-Rives,Massignieu-de-Rives
01240,84,Auvergne-Rhône-Alpes,01,Ain,0,MATAFELON GRANGES,Matafelon-Granges,Matafelon-Granges
01241,84,Auvergne-Rhône-Alpes,01,Ain,0,MEILLONNAS,Meillonnas,Meillonnas
01242,84,Auvergne-Rhône-Alpes,01,Ain,0,MERIGNAT,Mérignat,Mérignat
01243,84,Auvergne-Rhône-Alpes,01,Ain,0,MESSIMY SUR SAONE,Messimy-sur-Saône,Messimy-sur-Saône
01244,84,Auvergne-Rhône-Alpes,01,Ain,0,MEXIMIEUX,Meximieux,Meximieux
01245,84,Auvergne-Rhône-Alpes,01,Ain,0,BOHAS MEYRIAT RIGNAT,Bohas-Meyriat-Rignat,Bohas-Meyriat-Rignat
01246,84,Auvergne-Rhône-Alpes,01,Ain,0,MEZERIAT,Mézériat,Mézériat
01247,84,Auvergne-Rhône-Alpes,01,Ain,0,MIJOUX,Mijoux,Mijoux
01248,84,Auvergne-Rhône-Alpes,01,Ain,0,MIONNAY,Mionnay,Mionnay
01249,84,Auvergne-Rhône-Alpes,01,Ain,0,MIRIBEL,Miribel,Miribel
01250,84,Auvergne-Rhône-Alpes,01,Ain,0,MISERIEUX,Misérieux,Misérieux
01252,84,Auvergne-Rhône-Alpes,01,Ain,0,MOGNENEINS,Mogneneins,Mogneneins
01254,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTAGNAT,Montagnat,Montagnat
01255,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTAGNIEU,Montagnieu,Montagnieu
01257,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTANGES,Montanges,Montanges
01258,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTCEAUX,Montceaux,Montceaux
01259,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTCET,Montcet,Montcet
01260,84,Auvergne-Rhône-Alpes,01,Ain,2,MONTELLIER,Montellier,Le Montellier
01261,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTHIEUX,Monthieux,Monthieux
01262,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTLUEL,Montluel,Montluel
01263,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTMERLE SUR SAONE,Montmerle-sur-Saône,Montmerle-sur-Saône
01264,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTRACOL,Montracol,Montracol
01265,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTREAL LA CLUSE,Montréal-la-Cluse,Montréal-la-Cluse
01266,84,Auvergne-Rhône-Alpes,01,Ain,0,MONTREVEL EN BRESSE,Montrevel-en-Bresse,Montrevel-en-Bresse
01267,84,Auvergne-Rhône-Alpes,01,Ain,0,NURIEUX VOLOGNAT,Nurieux-Volognat,Nurieux-Volognat
01268,84,Auvergne-Rhône-Alpes,01,Ain,0,MURS ET GELIGNIEUX,Murs-et-Gélignieux,Murs-et-Gélignieux
01269,84,Auvergne-Rhône-Alpes,01,Ain,0,NANTUA,Nantua,Nantua
01272,84,Auvergne-Rhône-Alpes,01,Ain,0,NEUVILLE LES DAMES,Neuville-les-Dames,Neuville-les-Dames
01273,84,Auvergne-Rhône-Alpes,01,Ain,0,NEUVILLE SUR AIN,Neuville-sur-Ain,Neuville-sur-Ain
01274,84,Auvergne-Rhône-Alpes,01,Ain,4,NEYROLLES,Neyrolles,Les Neyrolles
01275,84,Auvergne-Rhône-Alpes,01,Ain,0,NEYRON,Neyron,Neyron
01276,84,Auvergne-Rhône-Alpes,01,Ain,0,NIEVROZ,Niévroz,Niévroz
01277,84,Auvergne-Rhône-Alpes,01,Ain,0,NIVOLLET MONTGRIFFON,Nivollet-Montgriffon,Nivollet-Montgriffon
01279,84,Auvergne-Rhône-Alpes,01,Ain,1,ONCIEU,Oncieu,Oncieu
01280,84,Auvergne-Rhône-Alpes,01,Ain,1,ORDONNAZ,Ordonnaz,Ordonnaz
01281,84,Auvergne-Rhône-Alpes,01,Ain,1,ORNEX,Ornex,Ornex
01282,84,Auvergne-Rhône-Alpes,01,Ain,1,OUTRIAZ,Outriaz,Outriaz
01283,84,Auvergne-Rhône-Alpes,01,Ain,1,OYONNAX,Oyonnax,Oyonnax
01284,84,Auvergne-Rhône-Alpes,01,Ain,1,OZAN,Ozan,Ozan
01285,84,Auvergne-Rhône-Alpes,01,Ain,0,PARCIEUX,Parcieux,Parcieux
01286,84,Auvergne-Rhône-Alpes,01,Ain,0,PARVES ET NATTAGES,Parves et Nattages,Parves et Nattages
01288,84,Auvergne-Rhône-Alpes,01,Ain,0,PERON,Péron,Péron
01289,84,Auvergne-Rhône-Alpes,01,Ain,0,PERONNAS,Péronnas,Péronnas
01290,84,Auvergne-Rhône-Alpes,01,Ain,0,PEROUGES,Pérouges,Pérouges
01291,84,Auvergne-Rhône-Alpes,01,Ain,0,PERREX,Perrex,Perrex
01293,84,Auvergne-Rhône-Alpes,01,Ain,0,PEYRIAT,Peyriat,Peyriat
01294,84,Auvergne-Rhône-Alpes,01,Ain,0,PEYRIEU,Peyrieu,Peyrieu
01295,84,Auvergne-Rhône-Alpes,01,Ain,0,PEYZIEUX SUR SAONE,Peyzieux-sur-Saône,Peyzieux-sur-Saône
01296,84,Auvergne-Rhône-Alpes,01,Ain,0,PIRAJOUX,Pirajoux,Pirajoux
01297,84,Auvergne-Rhône-Alpes,01,Ain,0,PIZAY,Pizay,Pizay
01298,84,Auvergne-Rhône-Alpes,01,Ain,0,PLAGNE,Plagne,Plagne
01299,84,Auvergne-Rhône-Alpes,01,Ain,2,PLANTAY,Plantay,Le Plantay
01301,84,Auvergne-Rhône-Alpes,01,Ain,0,POLLIAT,Polliat,Polliat
01302,84,Auvergne-Rhône-Alpes,01,Ain,0,POLLIEU,Pollieu,Pollieu
01303,84,Auvergne-Rhône-Alpes,01,Ain,0,PONCIN,Poncin,Poncin
01304,84,Auvergne-Rhône-Alpes,01,Ain,0,PONT D AIN,Pont-d'Ain,Pont-d'Ain
01305,84,Auvergne-Rhône-Alpes,01,Ain,0,PONT DE VAUX,Pont-de-Vaux,Pont-de-Vaux
01306,84,Auvergne-Rhône-Alpes,01,Ain,0,PONT DE VEYLE,Pont-de-Veyle,Pont-de-Veyle
01307,84,Auvergne-Rhône-Alpes,01,Ain,0,PORT,Port,Port
01308,84,Auvergne-Rhône-Alpes,01,Ain,0,POUGNY,Pougny,Pougny
01309,84,Auvergne-Rhône-Alpes,01,Ain,0,POUILLAT,Pouillat,Pouillat
01310,84,Auvergne-Rhône-Alpes,01,Ain,0,PREMEYZEL,Prémeyzel,Prémeyzel
01311,84,Auvergne-Rhône-Alpes,01,Ain,0,PREMILLIEU,Prémillieu,Prémillieu
