code_insee,pop,nom,nom_court,nom_tres_court
42173,384,Pommiers,Pommiers,Pommiers
42174,910,Poncins,Poncins,Poncins
42175,1214,Pouilly-lès-Feurs,Pouilly-lès-F.,Pouilly
42176,1897,Pouilly-les-Nonains,Pouilly-les-N.,Pouilly
42177,2604,Pouilly-sous-Charlieu,Pouilly-sous-C.,Pouilly
42178,693,Pradines,Pradines,Pradines
42179,869,Pralong,Pralong,Pralong
42180,1164,Précieux,Précieux,Précieux
42181,1606,Régny,Régny,Régny
42182,2976,Renaison,Renaison,Renaison
42183,8041,La Ricamarie,La Ricamarie,La Ricamarie
42184,11022,Riorges,Riorges,Riorges
42185,528,Rivas,Rivas,Rivas
42186,15153,Rive-de-Gier,Rive-de-G.,Rive
42187,38225,Roanne,Roanne,Roanne
42188,268,Roche,Roche,Roche
42189,10522,Roche-la-Molière,Roche-la-M.,Roche
42191,889,Roisey,Roisey,Roisey
42192,454,Rozier-Côtes-d'Aurec,Rozier-C.-d'A.,Rozier
42193,1392,Rozier-en-Donzy,Rozier-en-D.,Rozier
42194,213,Sail-les-Bains,Sail-les-B.,Sail
42195,958,Sail-sous-Couzan,Sail-sous-C.,Sail
42198,955,Saint-Alban-les-Eaux,St-Alban-les-E.,St-Alban
42199,1966,Saint-André-d'Apchon,St-André-d'A.,St-André
42200,1286,Saint-André-le-Puy,St-André-le-P.,St-André
42201,624,Saint-Appolinard,St-Appolinard,St-Appolinard
42202,711,Saint-Barthélemy-Lestra,St-Barthélemy-L.,St-Barthélemy
42203,366,Saint-Bonnet-des-Quarts,St-Bonnet-des-Q.,St-Bonnet
42204,1613,Saint-Bonnet-le-Château,St-Bonnet-le-C.,St-Bonnet
42205,752,Saint-Bonnet-le-Courreau,St-Bonnet-le-C.,St-Bonnet
42206,1563,Saint-Bonnet-les-Oules,St-Bonnet-les-O.,St-Bonnet
42207,36397,Saint-Chamond,St-Chamond,St-Chamond
42208,1855,Saint-Christo-en-Jarez,St-Christo-en-J.,St-Christo
42211,2360,Saint-Cyprien,St-Cyprien,St-Cyprien
42212,837,Saint-Cyr-de-Favières,St-Cyr-de-F.,St-Cyr
42213,356,Saint-Cyr-de-Valorges,St-Cyr-de-V.,St-Cyr
42214,960,Saint-Cyr-les-Vignes,St-Cyr-les-V.,St-Cyr
42215,1331,Saint-Denis-de-Cabanne,St-Denis-de-C.,St-Denis
42216,601,Saint-Denis-sur-Coise,St-Denis-sur-C.,St-Denis
42217,426,Saint-Didier-sur-Rochefort,St-Didier-sur-R.,St-Didier
42218,174566,Saint-Étienne,St-Étienne,St-Étienne
42219,995,Saint-Étienne-le-Molard,St-Étienne-le-M.,St-Étienne
42220,551,Saint-Forgeux-Lespinasse,St-Forgeux-L.,St-Forgeux
42222,5801,Saint-Galmier,St-Galmier,St-Galmier
42223,5826,Saint-Genest-Lerpt,St-Genest-L.,St-Genest
42224,3042,Saint-Genest-Malifaux,St-Genest-M.,St-Genest
42226,335,Saint-Georges-de-Baroille,St-Georges-de-B.,St-Georges
42227,421,Saint-Georges-en-Couzan,St-Georges-en-C.,St-Georges
42228,1299,Saint-Georges-Haute-Ville,St-Georges-H.-V.,St-Georges
42229,238,Saint-Germain-la-Montagne,St-Germain-la-M.,St-Germain
42230,1696,Saint-Germain-Laval,St-Germain-L.,St-Germain
