code_insee,pop,nom,nom_court,nom_tres_court
28327,210,Saint-Bomer,St-Bomer,St-Bomer
28329,149,Saint-Christophe,St-Christophe,St-Christophe
28330,233,Saint-Cloud-en-Dunois,St-Cloud-en-D.,St-Cloud
28331,506,Saint-Denis-d'Authou,St-Denis-d'A.,St-Denis
28333,133,Saint-Denis-des-Puits,St-Denis-des-P.,St-Denis
28334,1854,Saint-Denis-les-Ponts,St-Denis-les-P.,St-Denis
28335,894,Saint-Éliph,St-Éliph,St-Éliph
28336,115,Saint-Éman,St-Éman,St-Éman
28337,2558,Saint-Georges-sur-Eure,St-Georges-sur-E.,St-Georges
28339,322,Saint-Germain-le-Gaillard,St-Germain-le-G.,St-Germain
28340,509,Saint-Hilaire-sur-Yerre,St-Hilaire-sur-Y.,St-Hilaire
28341,226,Saint-Jean-de-Rebervilliers,St-Jean-de-R.,St-Jean
28342,294,Saint-Jean-Pierre-Fixte,St-Jean-P.-F.,St-Jean
28343,458,Saint-Laurent-la-Gâtine,St-Laurent-la-G.,St-Laurent
28344,257,Saint-Léger-des-Aubées,St-Léger-des-A.,St-Léger
28346,65,Saint-Lubin-de-Cravant,St-Lubin-de-C.,St-Lubin
28347,918,Saint-Lubin-de-la-Haye,St-Lubin-de-la-H.,St-Lubin
28348,4242,Saint-Lubin-des-Joncherets,St-Lubin-des-J.,St-Lubin
28349,248,Saint-Lucien,St-Lucien,St-Lucien
28350,898,Saint-Luperce,St-Luperce,St-Luperce
28351,456,Saint-Maixme-Hauterive,St-Maixme-H.,St-Maixme
28352,1645,Saint-Martin-de-Nigelles,St-Martin-de-N.,St-Martin
28353,390,Saint-Maur-sur-le-Loir,St-Maur-sur-le-L.,St-Maur
28354,444,Saint-Maurice-Saint-Germain,St-Maurice-St-G.,St-Maurice
28355,344,Saint-Ouen-Marchefroy,St-Ouen-M.,St-Ouen
28356,366,Saint-Pellerin,St-Pellerin,St-Pellerin
28357,1174,Saint-Piat,St-Piat,St-Piat
28358,2152,Saint-Prest,St-Prest,St-Prest
28359,3741,Saint-Rémy-sur-Avre,St-Rémy-sur-A.,St-Rémy
28360,948,Saint-Sauveur-Marville,St-Sauveur-M.,St-Sauveur
28362,530,Saint-Victor-de-Buthon,St-Victor-de-B.,St-Victor
28332,1031,Sainte-Gemme-Moronval,Ste-Gemme-M.,Ste-Gemme
28363,987,Sainville,Sainville,Sainville
28364,807,Sancheville,Sancheville,Sancheville
28365,408,Sandarville,Sandarville,Sandarville
28366,275,Santeuil,Santeuil,Santeuil
28367,357,Santilly,Santilly,Santilly
28368,171,La Saucelle,La Saucelle,La Saucelle
28369,640,Saulnières,Saulnières,Saulnières
28370,439,Saumeray,Saumeray,Saumeray
28371,1060,Saussay,Saussay,Saussay
28372,631,Senantes,Senantes,Senantes
28373,3202,Senonches,Senonches,Senonches
28374,528,Serazereux,Serazereux,Serazereux
28375,367,Serville,Serville,Serville
28376,310,Soizé,Soizé,Soizé
28377,1799,Sorel-Moussel,Sorel-M.,Sorel
28378,565,Souancé-au-Perche,Souancé-au-P.,Souancé
28379,460,Soulaires,Soulaires,Soulaires
28380,1999,Sours,Sours,Sours
28382,1002,Terminiers,Terminiers,Terminiers
28383,442,Theuville,Theuville,Theuville
28385,466,Le Thieulin,Le Thieulin,Le Thieulin
28386,1147,Thimert-Gâtelles,Thimert-G.,Thimert
28387,1112,Thiron-Gardais,Thiron-G.,Thiron
28388,979,Thivars,Thivars,Thivars
28389,380,Thiville,Thiville,Thiville
28390,371,Tillay-le-Péneux,Tillay-le-P.,Tillay
28391,2660,Toury,Toury,Toury
28392,180,Trancrainville,Trancrainville,Trancrainville
28393,2270,Tremblay-les-Villages,Tremblay-les-V.,Tremblay
28394,1388,Tréon,Tréon,Tréon
28395,488,Trizay-Coutretot-Saint-Serge,Trizay-C.-St-S.,Trizay
28396,301,Trizay-lès-Bonneval,Trizay-lès-B.,Trizay
28397,432,Umpeau,Umpeau,Umpeau
28398,1252,Unverre,Unverre,Unverre
28400,215,Varize,Varize,Varize
28401,479,Vaupillon,Vaupillon,Vaupillon
28403,867,Ver-lès-Chartres,Ver-lès-C.,Ver
28402,305,Vérigny,Vérigny,Vérigny
28404,11881,Vernouillet,Vernouillet,Vernouillet
28405,1143,Vert-en-Drouais,Vert-en-D.,Vert
28406,328,Viabon,Viabon,Viabon
28407,327,Vichères,Vichères,Vichères
28408,116,Vierville,Vierville,Vierville
28409,473,Vieuvicq,Vieuvicq,Vieuvicq
28410,325,Villampuy,Villampuy,Villampuy
28411,157,Villars,Villars,Villars
28412,174,Villeau,Villeau,Villeau
28414,74,Villebon,Villebon,Villebon
28415,1654,Villemeux-sur-Eure,Villemeux-sur-E.,Villemeux
28416,148,Villeneuve-Saint-Nicolas,Villeneuve-St-N.,Villeneuve
28417,1366,Villiers-le-Morhier,Villiers-le-M.,Villiers
28418,170,Villiers-Saint-Orien,Villiers-St-O.,Villiers
28419,357,Vitray-en-Beauce,Vitray-en-B.,Vitray
28421,291,Voise,Voise,Voise
28422,3003,Voves,Voves,Voves
28423,581,Yermenonville,Yermenonville,Yermenonville
28424,1745,Yèvres,Yèvres,Yèvres
28425,619,Ymeray,Ymeray,Ymeray
28426,516,Ymonville,Ymonville,Ymonville
29001,913,Argol,Argol,Argol
29002,1426,Arzano,Arzano,Arzano
29003,2274,Audierne,Audierne,Audierne
29004,5615,Bannalec,Bannalec,Bannalec
29005,1186,Baye,Baye,Baye
29006,3417,Bénodet,Bénodet,Bénodet
29007,974,Berrien,Berrien,Berrien
29008,1098,Beuzec-Cap-Sizun,Beuzec-C.-S.,Beuzec
29010,1615,Bodilis,Bodilis,Bodilis
29011,3478,Bohars,Bohars,Bohars
29012,197,Bolazec,Bolazec,Bolazec
29013,227,Botmeur,Botmeur,Botmeur
29014,474,Botsorhel,Botsorhel,Botsorhel
29015,3470,Bourg-Blanc,Bourg-B.,Bourg
29016,1061,Brasparts,Brasparts,Brasparts
29017,854,Brélès,Brélès,Brélès
29018,456,Brennilis,Brennilis,Brennilis
29019,145561,Brest,Brest,Brest
29020,5501,Briec,Briec,Briec
29021,838,Brignogan-Plage,Brignogan-P.,Brignogan
29022,2652,Camaret-sur-Mer,Camaret-sur-M.,Camaret
29023,3310,Carantec,Carantec,Carantec
29024,8203,Carhaix-Plouguer,Carhaix-P.,Carhaix
29025,1644,Cast,Cast,Cast
29026,5748,Châteaulin,Châteaulin,Châteaulin
29027,3792,Châteauneuf-du-Faou,Châteauneuf-du-F.,Châteauneuf
29028,1029,Cléden-Cap-Sizun,Cléden-C.-S.,Cléden
29029,1125,Cléden-Poher,Cléden-P.,Cléden
29030,3909,Cléder,Cléder,Cléder
29031,4186,Clohars-Carnoët,Clohars-C.,Clohars
29032,2296,Clohars-Fouesnant,Clohars-F.,Clohars
29033,596,Le Cloître-Pleyben,Le Cloître-P.,Le Cloître
29034,649,Le Cloître-Saint-Thégonnec,Le Cloître-St-T.,Le Cloître
29035,1031,Coat-Méal,Coat-M.,Coat
29036,672,Collorec,Collorec,Collorec
29037,3639,Combrit,Combrit,Combrit
29038,1166,Commana,Commana,Commana
29039,19688,Concarneau,Concarneau,Concarneau
29145,922,Confort-Meilars,Confort-M.,Confort
29040,2723,Le Conquet,Le Conquet,Le Conquet
29041,1880,Coray,Coray,Coray
29042,8065,Crozon,Crozon,Crozon
29043,1844,Daoulas,Daoulas,Daoulas
29044,1832,Dinéault,Dinéault,Dinéault
29045,2542,Dirinon,Dirinon,Dirinon
29046,15540,Douarnenez,Douarnenez,Douarnenez
29047,1847,Le Drennec,Le Drennec,Le Drennec
29048,2171,Edern,Edern,Edern
29049,3486,Elliant,Elliant,Elliant
29051,8117,Ergué-Gabéric,Ergué-G.,Ergué
29052,1643,Esquibien,Esquibien,Esquibien
29053,1818,Le Faou,Le Faou,Le Faou
29054,677,La Feuillée,La Feuillée,La Feuillée
29055,3165,Le Folgoët,Le Folgoët,Le Folgoët
29056,1862,La Forest-Landerneau,La Forest-L.,La Forest
29057,3432,La Forêt-Fouesnant,La Forêt-F.,La Forêt
29058,9598,Fouesnant,Fouesnant,Fouesnant
29059,1010,Garlan,Garlan,Garlan
29060,2641,Gouesnach,Gouesnach,Gouesnach
29061,6369,Gouesnou,Gouesnou,Gouesnou
29062,1143,Gouézec,Gouézec,Gouézec
29063,441,Goulien,Goulien,Goulien
29064,472,Goulven,Goulven,Goulven
29065,904,Gourlizon,Gourlizon,Gourlizon
29066,1682,Guengat,Guengat,Guengat
29067,1397,Guerlesquin,Guerlesquin,Guerlesquin
29068,2322,Guiclan,Guiclan,Guiclan
29070,514,Guiler-sur-Goyen,Guiler-sur-G.,Guiler
29069,7596,Guilers,Guilers,Guilers
29071,727,Guilligomarc'h,Guilligomarc'h,Guilligomarc'h
29072,2976,Guilvinec,Guilvinec,Guilvinec
29073,982,Guimaëc,Guimaëc,Guimaëc
29074,1017,Guimiliau,Guimiliau,Guimiliau
29075,13845,Guipavas,Guipavas,Guipavas
29076,771,Guipronvel,Guipronvel,Guipronvel
29077,2054,Guissény,Guissény,Guissény
29078,2000,Hanvec,Hanvec,Hanvec
29079,1339,Henvic,Henvic,Henvic
29080,2184,Hôpital-Camfrout,Hôpital-C.,Hôpital
29081,1663,Huelgoat,Huelgoat,Huelgoat
29082,523,Île-de-Batz,Île-de-B.,Île
29083,205,Île-de-Sein,Île-de-S.,Île
29084,213,Île-Molène,Île-M.,Île
29085,750,Île-Tudy,Île-T.,Île
29086,1378,Irvillac,Irvillac,Irvillac
29087,756,Le Juch,Le Juch,Le Juch
29089,969,Kergloff,Kergloff,Kergloff
29090,864,Kerlaz,Kerlaz,Kerlaz
29091,2332,Kerlouan,Kerlouan,Kerlouan
29093,1378,Kernilis,Kernilis,Kernilis
29094,726,Kernouës,Kernouës,Kernouës
29095,1342,Kersaint-Plabennec,Kersaint-P.,Kersaint
29097,2091,Lampaul-Guimiliau,Lampaul-G.,Lampaul
29098,2097,Lampaul-Plouarzel,Lampaul-P.,Lampaul
29099,775,Lampaul-Ploudalmézeau,Lampaul-P.,Lampaul
29100,428,Lanarvily,Lanarvily,Lanarvily
29101,3726,Landéda,Landéda,Landéda
29102,1041,Landeleau,Landeleau,Landeleau
29103,15903,Landerneau,Landerneau,Landerneau
29104,363,Landévennec,Landévennec,Landévennec
29105,9519,Landivisiau,Landivisiau,Landivisiau
29106,1707,Landrévarzec,Landrévarzec,Landrévarzec
29107,841,Landudal,Landudal,Landudal
29108,1357,Landudec,Landudec,Landudec
29109,1455,Landunvez,Landunvez,Landunvez
29110,904,Langolen,Langolen,Langolen
29111,1182,Lanhouarneau,Lanhouarneau,Lanhouarneau
29112,977,Lanildut,Lanildut,Lanildut
29113,2230,Lanmeur,Lanmeur,Lanmeur
29114,369,Lannéanou,Lannéanou,Lannéanou
29115,322,Lannédern,Lannédern,Lannédern
29116,129,Lanneuffret,Lanneuffret,Lanneuffret
29117,5403,Lannilis,Lannilis,Lannilis
29119,1460,Lanrivoaré,Lanrivoaré,Lanrivoaré
29120,2266,Lanvéoc,Lanvéoc,Lanvéoc
29122,714,Laz,Laz,Laz
29123,810,Lennon,Lennon,Lennon
29124,7589,Lesneven,Lesneven,Lesneven
29125,814,Leuhan,Leuhan,Leuhan
29126,215,Loc-Brévalaire,Loc-B.,Loc
29128,359,Loc-Eguiner,Loc-E.,Loc
29127,325,Loc-Eguiner-Saint-Thégonnec,Loc-E.-St-T.,Loc
29129,236,Locmaria-Berrien,Locmaria-B.,Locmaria
29130,4962,Locmaria-Plouzané,Locmaria-P.,Locmaria
29131,456,Locmélar,Locmélar,Locmélar
29132,844,Locquénolé,Locquénolé,Locquénolé
29133,1522,Locquirec,Locquirec,Locquirec
29134,832,Locronan,Locronan,Locronan
29135,4262,Loctudy,Loctudy,Loctudy
29136,1128,Locunolé,Locunolé,Locunolé
29137,2160,Logonna-Daoulas,Logonna-D.,Logonna
29139,1024,Lopérec,Lopérec,Lopérec
29140,3724,Loperhet,Loperhet,Loperhet
29141,414,Loqueffret,Loqueffret,Loqueffret
29142,435,Lothey,Lothey,Lothey
29143,906,Mahalon,Mahalon,Mahalon
29144,773,La Martyre,La Martyre,La Martyre
29146,3382,Melgven,Melgven,Melgven
29147,2709,Mellac,Mellac,Mellac
29148,911,Mespaul,Mespaul,Mespaul
29149,3063,Milizac,Milizac,Milizac
29150,7133,Moëlan-sur-Mer,Moëlan-sur-M.,Moëlan
29151,16547,Morlaix,Morlaix,Morlaix
29152,752,Motreff,Motreff,Motreff
29153,2798,Névez,Névez,Névez
29155,894,Ouessant,Ouessant,Ouessant
29156,1814,Pencran,Pencran,Pencran
29158,5965,Penmarch,Penmarch,Penmarch
29159,804,Peumérit,Peumérit,Peumérit
29160,8430,Plabennec,Plabennec,Plabennec
29161,2743,Pleuven,Pleuven,Pleuven
29162,3983,Pleyben,Pleyben,Pleyben
29163,3209,Pleyber-Christ,Pleyber-C.,Pleyber
29165,3435,Plobannalec-Lesconil,Plobannalec-L.,Plobannalec
29166,518,Ploéven,Ploéven,Ploéven
29167,1900,Plogastel-Saint-Germain,Plogastel-St-G.,Plogastel
29168,1383,Plogoff,Plogoff,Plogoff
29169,3112,Plogonnec,Plogonnec,Plogonnec
29170,4304,Plomelin,Plomelin,Plomelin
29171,3799,Plomeur,Plomeur,Plomeur
29172,2284,Plomodiern,Plomodiern,Plomodiern
29173,2048,Plonéis,Plonéis,Plonéis
29174,5971,Plonéour-Lanvern,Plonéour-L.,Plonéour
29175,2204,Plonévez-du-Faou,Plonévez-du-F.,Plonévez
29176,1764,Plonévez-Porzay,Plonévez-P.,Plonévez
29177,3686,Plouarzel,Plouarzel,Plouarzel
29178,6431,Ploudalmézeau,Ploudalmézeau,Ploudalmézeau
29179,3846,Ploudaniel,Ploudaniel,Ploudaniel
29180,917,Ploudiry,Ploudiry,Ploudiry
29181,2874,Plouédern,Plouédern,Plouédern
29182,1114,Plouégat-Guérand,Plouégat-G.,Plouégat
29183,661,Plouégat-Moysan,Plouégat-M.,Plouégat
29184,2466,Plouénan,Plouénan,Plouénan
29185,3721,Plouescat,Plouescat,Plouescat
29186,1658,Plouezoc'h,Plouezoc'h,Plouezoc'h
29187,798,Plougar,Plougar,Plougar
29188,3315,Plougasnou,Plougasnou,Plougasnou
29189,13587,Plougastel-Daoulas,Plougastel-D.,Plougastel
29190,3866,Plougonvelin,Plougonvelin,Plougonvelin
29191,3369,Plougonven,Plougonven,Plougonven
29192,1855,Plougoulm,Plougoulm,Plougoulm
29193,1347,Plougourvest,Plougourvest,Plougourvest
29195,6527,Plouguerneau,Plouguerneau,Plouguerneau
29196,2138,Plouguin,Plouguin,Plouguin
29197,4308,Plouhinec,Plouhinec,Plouhinec
29198,2022,Plouider,Plouider,Plouider
29199,4983,Plouigneau,Plouigneau,Plouigneau
29201,2004,Ploumoguer,Ploumoguer,Ploumoguer
29202,1298,Plounéour-Ménez,Plounéour-M.,Plounéour
29203,1265,Plounéour-Trez,Plounéour-T.,Plounéour
29204,1962,Plounéventer,Plounéventer,Plounéventer
29206,2514,Plounévez-Lochrist,Plounévez-L.,Plounévez
29205,1192,Plounévézel,Plounévézel,Plounévézel
29208,1213,Plourin,Plourin,Plourin
29207,4768,Plourin-lès-Morlaix,Plourin-lès-M.,Plourin
29209,3764,Plouvien,Plouvien,Plouvien
29210,2848,Plouvorn,Plouvorn,Plouvorn
29211,757,Plouyé,Plouyé,Plouyé
29212,12012,Plouzané,Plouzané,Plouzané
29213,1734,Plouzévédé,Plouzévédé,Plouzévédé
29214,695,Plovan,Plovan,Plovan
29215,3094,Plozévet,Plozévet,Plozévet
29216,3633,Pluguffan,Pluguffan,Pluguffan
29217,2920,Pont-Aven,Pont-A.,Pont
29218,1809,Pont-Croix,Pont-C.,Pont
29302,4037,Pont-de-Buis-lès-Quimerch,Pont-de-B.-lès-Q.,Pont
29220,8775,Pont-l'Abbé,Pont-l'A.,Pont
29219,169,Le Ponthou,Le Ponthou,Le Ponthou
29221,1793,Porspoder,Porspoder,Porspoder
29222,499,Port-Launay,Port-L.,Port
29224,1290,Pouldergat,Pouldergat,Pouldergat
29225,2031,Pouldreuzic,Pouldreuzic,Pouldreuzic
29226,1647,Poullan-sur-Mer,Poullan-sur-M.,Poullan
29227,1451,Poullaouen,Poullaouen,Poullaouen
29228,767,Primelin,Primelin,Primelin
29229,1173,Quéménéven,Quéménéven,Quéménéven
29230,1730,Querrien,Querrien,Querrien
29232,67131,Quimper,Quimper,Quimper
29233,12443,Quimperlé,Quimperlé,Quimperlé
29234,2958,Rédené,Rédené,Rédené
29235,11041,Le Relecq-Kerhuon,Le Relecq-K.,Le Relecq
29236,4237,Riec-sur-Belon,Riec-sur-B.,Riec
29237,1950,La Roche-Maurice,La Roche-M.,La Roche
29238,939,Roscanvel,Roscanvel,Roscanvel
29239,3726,Roscoff,Roscoff,Roscoff
29240,1032,Rosnoën,Rosnoën,Rosnoën
29241,7356,Rosporden,Rosporden,Rosporden
29243,440,Saint-Coulitz,St-Coulitz,St-Coulitz
29244,780,Saint-Derrien,St-Derrien,St-Derrien
29245,1386,Saint-Divy,St-Divy,St-Divy
29246,216,Saint-Eloy,St-Eloy,St-Eloy
29247,3584,Saint-Évarzec,St-Évarzec,St-Évarzec
29248,707,Saint-Frégant,St-Frégant,St-Frégant
29249,716,Saint-Goazec,St-Goazec,St-Goazec
29250,784,Saint-Hernin,St-Hernin,St-Hernin
29251,635,Saint-Jean-du-Doigt,St-Jean-du-D.,St-Jean
29252,1028,Saint-Jean-Trolimon,St-Jean-T.,St-Jean
29254,4967,Saint-Martin-des-Champs,St-Martin-des-C.,St-Martin
29255,814,Saint-Méen,St-Méen,St-Méen
29256,762,Saint-Nic,St-Nic,St-Nic
29257,2050,Saint-Pabu,St-Pabu,St-Pabu
29259,7192,Saint-Pol-de-Léon,St-Pol-de-L.,St-Pol
29260,7726,Saint-Renan,St-Renan,St-Renan
29261,174,Saint-Rivoal,St-Rivoal,St-Rivoal
29262,781,Saint-Sauveur,St-Sauveur,St-Sauveur
29263,1035,Saint-Ségal,St-Ségal,St-Ségal
29264,729,Saint-Servais,St-Servais,St-Servais
29266,2743,Saint-Thégonnec,St-Thégonnec,St-Thégonnec
29267,742,Saint-Thois,St-Thois,St-Thois
29268,1424,Saint-Thonan,St-Thonan,St-Thonan
29269,984,Saint-Thurien,St-Thurien,St-Thurien
29270,1534,Saint-Urbain,St-Urbain,St-Urbain
29271,932,Saint-Vougay,St-Vougay,St-Vougay
29272,2877,Saint-Yvi,St-Yvi,St-Yvi
29265,903,Sainte-Sève,Ste-Sève,Ste-Sève
29273,2358,Santec,Santec,Santec
29274,5413,Scaër,Scaër,Scaër
29275,832,Scrignac,Scrignac,Scrignac
29276,1279,Sibiril,Sibiril,Sibiril
29277,2294,Sizun,Sizun,Sizun
29278,1872,Spézet,Spézet,Spézet
29279,3026,Taulé,Taulé,Taulé
29280,2162,Telgruc-sur-Mer,Telgruc-sur-M.,Telgruc
29281,1003,Tourch,Tourch,Tourch
29282,375,Trébabu,Trébabu,Trébabu
29284,2479,Treffiagat,Treffiagat,Treffiagat
29285,548,Tréflaouénan,Tréflaouénan,Tréflaouénan
29286,289,Tréflévénez,Tréflévénez,Tréflévénez
29287,931,Tréflez,Tréflez,Tréflez
29288,597,Trégarantec,Trégarantec,Trégarantec
29289,144,Trégarvan,Trégarvan,Trégarvan
29290,611,Tréglonou,Tréglonou,Tréglonou
29291,979,Trégourez,Trégourez,Trégourez
29292,356,Tréguennec,Tréguennec,Tréguennec
29293,7073,Trégunc,Trégunc,Trégunc
29294,591,Le Tréhou,Le Tréhou,Le Tréhou
29295,528,Trémaouézan,Trémaouézan,Trémaouézan
29296,1272,Tréméoc,Tréméoc,Tréméoc
29297,2284,Tréméven,Tréméven,Tréméven
29298,549,Tréogat,Tréogat,Tréogat
29299,306,Tréouergat,Tréouergat,Tréouergat
29300,1540,Le Trévoux,Le Trévoux,Le Trévoux
29301,277,Trézilidé,Trézilidé,Trézilidé
30001,495,Aigaliers,Aigaliers,Aigaliers
30002,678,Aigremont,Aigremont,Aigremont
30003,8426,Aigues-Mortes,Aigues-M.,Aigues
30004,3031,Aigues-Vives,Aigues-V.,Aigues
30005,232,Aiguèze,Aiguèze,Aiguèze
30006,4348,Aimargues,Aimargues,Aimargues
30007,42697,Alès,Alès,Alès
30008,810,Allègre-les-Fumades,Allègre-les-F.,Allègre
30009,227,Alzon,Alzon,Alzon
30010,3345,Anduze,Anduze,Anduze
30011,8455,Les Angles,Les Angles,Les Angles
30012,3900,Aramon,Aramon,Aramon
30013,389,Argilliers,Argilliers,Argilliers
30014,1042,Arpaillargues-et-Aureillac,Arpaillargues-et-A.,Arpaillargues
30015,174,Arphy,Arphy,Arphy
30016,294,Arre,Arre,Arre
30017,208,Arrigas,Arrigas,Arrigas
30018,505,Aspères,Aspères,Aspères
30019,2464,Aubais,Aubais,Aubais
30020,2415,Aubord,Aubord,Aubord
30021,356,Aubussargues,Aubussargues,Aubussargues
30022,187,Aujac,Aujac,Aujac
30023,862,Aujargues,Aujargues,Aujargues
30024,457,Aulas,Aulas,Aulas
30025,232,Aumessas,Aumessas,Aumessas
30026,1100,Avèze,Avèze,Avèze
30027,2526,Bagard,Bagard,Bagard
30028,18705,Bagnols-sur-Cèze,Bagnols-sur-C.,Bagnols
30029,1594,Barjac,Barjac,Barjac
30030,334,Baron,Baron,Baron
30031,220,La Bastide-d'Engras,La Bastide-d'E.,La Bastide
30032,16183,Beaucaire,Beaucaire,Beaucaire
30033,3794,Beauvoisin,Beauvoisin,Beauvoisin
30034,6384,Bellegarde,Bellegarde,Bellegarde
30035,256,Belvézet,Belvézet,Belvézet
30036,3211,Bernis,Bernis,Bernis
30037,3135,Bessèges,Bessèges,Bessèges
30038,386,Bez-et-Esparon,Bez-et-E.,Bez
30039,2154,Bezouce,Bezouce,Bezouce
30040,132,Blandas,Blandas,Blandas
30041,1150,Blauzac,Blauzac,Blauzac
30042,2461,Boisset-et-Gaujac,Boisset-et-G.,Boisset
30043,542,Boissières,Boissières,Boissières
30044,99,Bonnevaux,Bonnevaux,Bonnevaux
30045,369,Bordezac,Bordezac,Bordezac
30046,734,Boucoiran-et-Nozières,Boucoiran-et-N.,Boucoiran
30047,6263,Bouillargues,Bouillargues,Bouillargues
30048,184,Bouquet,Bouquet,Bouquet
30049,380,Bourdic,Bourdic,Bourdic
30050,150,Bragassargues,Bragassargues,Bragassargues
30051,1387,Branoux-les-Taillades,Branoux-les-T.,Branoux
30052,460,Bréau-et-Salagosse,Bréau-et-S.,Bréau
30053,817,Brignon,Brignon,Brignon
30055,618,Brouzet-lès-Alès,Brouzet-lès-A.,Brouzet
30054,247,Brouzet-lès-Quissac,Brouzet-lès-Q.,Brouzet
30056,310,La Bruguière,La Bruguière,La Bruguière
30057,1419,Cabrières,Cabrières,Cabrières
30058,208,La Cadière-et-Cambo,La Cadière-et-C.,La Cadière
30059,2405,Le Cailar,Le Cailar,Le Cailar
30060,3790,Caissargues,Caissargues,Caissargues
30061,1974,La Calmette,La Calmette,La Calmette
30062,5084,Calvisson,Calvisson,Calvisson
30064,119,Campestre-et-Luc,Campestre-et-L.,Campestre
30065,402,Canaules-et-Argentières,Canaules-et-A.,Canaules
30066,476,Cannes-et-Clairan,Cannes-et-C.,Cannes
30067,405,La Capelle-et-Masmolène,La Capelle-et-M.,La Capelle
30068,875,Cardet,Cardet,Cardet
30069,435,Carnas,Carnas,Carnas
30070,685,Carsan,Carsan,Carsan
30071,436,Cassagnoles,Cassagnoles,Cassagnoles
30072,403,Castelnau-Valence,Castelnau-V.,Castelnau
30073,1542,Castillon-du-Gard,Castillon-du-G.,Castillon
30074,13,Causse-Bégon,Causse-B.,Causse
30075,3956,Caveirac,Caveirac,Caveirac
30076,838,Cavillargues,Cavillargues,Cavillargues
30077,1974,Cendras,Cendras,Cendras
30079,296,Chambon,Chambon,Chambon
30080,806,Chamborigaud,Chamborigaud,Chamborigaud
30081,1007,Chusclan,Chusclan,Chusclan
30082,3895,Clarensac,Clarensac,Clarensac
30083,2473,Codognan,Codognan,Codognan
30084,713,Codolet,Codolet,Codolet
30085,1041,Collias,Collias,Collias
30086,559,Collorgues,Collorgues,Collorgues
30087,202,Colognac,Colognac,Colognac
30088,584,Combas,Combas,Combas
30089,1688,Comps,Comps,Comps
30090,247,Concoules,Concoules,Concoules
30091,1600,Congénies,Congénies,Congénies
30092,1601,Connaux,Connaux,Connaux
30093,110,Conqueyrac,Conqueyrac,Conqueyrac
30094,150,Corbès,Corbès,Corbès
30095,562,Corconne,Corconne,Corconne
30096,939,Cornillon,Cornillon,Cornillon
30097,312,Courry,Courry,Courry
30098,340,Crespian,Crespian,Crespian
30099,256,Cros,Cros,Cros
30100,650,Cruviers-Lascours,Cruviers-L.,Cruviers
30101,620,Deaux,Deaux,Deaux
30102,592,Dions,Dions,Dions
30103,946,Domazan,Domazan,Domazan
30104,717,Domessargues,Domessargues,Domessargues
30105,192,Dourbies,Dourbies,Dourbies
30106,750,Durfort-et-Saint-Martin-de-Sossenac,Durfort-et-St-M.-de-S.,Durfort
30107,488,Estézargues,Estézargues,Estézargues
30108,181,L'Estréchure,L'Estréchure,L'Estréchure
30109,419,Euzet,Euzet,Euzet
30110,321,Flaux,Flaux,Flaux
30111,401,Foissac,Foissac,Foissac
30112,1193,Fons,Fons,Fons
30113,255,Fons-sur-Lussan,Fons-sur-L.,Fons
30114,651,Fontanès,Fontanès,Fontanès
30115,240,Fontarèches,Fontarèches,Fontarèches
30116,902,Fournès,Fournès,Fournès
30117,2974,Fourques,Fourques,Fourques
30119,133,Fressac,Fressac,Fressac
30120,1114,Gagnières,Gagnières,Gagnières
30121,215,Gailhan,Gailhan,Gailhan
30122,717,Gajan,Gajan,Gajan
30123,3399,Gallargues-le-Montueux,Gallargues-le-M.,Gallargues
30124,233,Le Garn,Le Garn,Le Garn
30125,4530,Garons,Garons,Garons
30126,764,Garrigues-Sainte-Eulalie,Garrigues-Ste-E.,Garrigues
30127,1027,Gaujac,Gaujac,Gaujac
30128,4032,Générac,Générac,Générac
30129,732,Générargues,Générargues,Générargues
30130,903,Génolhac,Génolhac,Génolhac
30131,1071,Goudargues,Goudargues,Goudargues
30132,5311,La Grand-Combe,La Grand-Combe,La Grand-Combe
30133,8277,Le Grau-du-Roi,Le Grau-du-R.,Le Grau
30134,228,Issirac,Issirac,Issirac
30135,3149,Jonquières-Saint-Vincent,Jonquières-St-V.,Jonquières
30136,1108,Junas,Junas,Junas
30137,101,Lamelouze,Lamelouze,Lamelouze
30138,2135,Langlade,Langlade,Langlade
30139,361,Lanuéjols,Lanuéjols,Lanuéjols
30140,1103,Lasalle,Lasalle,Lasalle
30141,5861,Laudun-l'Ardoise,Laudun-l'A.,Laudun
30142,1210,Laval-Pradel,Laval-P.,Laval
30143,243,Laval-Saint-Roman,Laval-St-R.,Laval
30144,450,Lecques,Lecques,Lecques
30145,1401,Lédenon,Lédenon,Lédenon
30146,1438,Lédignan,Lédignan,Lédignan
30147,1483,Lézan,Lézan,Lézan
30148,248,Liouc,Liouc,Liouc
30149,913,Lirac,Lirac,Lirac
30150,279,Logrian-Florian,Logrian-F.,Logrian
30151,489,Lussan,Lussan,Lussan
30152,1887,Les Mages,Les Mages,Les Mages
30153,107,Malons-et-Elze,Malons-et-E.,Malons
30154,405,Mandagout,Mandagout,Mandagout
30155,5775,Manduel,Manduel,Manduel
30156,8825,Marguerittes,Marguerittes,Marguerittes
30157,183,Mars,Mars,Mars
30158,422,Martignargues,Martignargues,Martignargues
30159,815,Le Martinet,Le Martinet,Le Martinet
30160,248,Maruéjols-lès-Gardon,Maruéjols-lès-G.,Maruéjols
